,apparentTemperature,cloudCover,created_at,dewPoint,humidity,icon,location,num_tweets,precipIntensity,precipProbability,precipType,precipTypeNone,precipTypeRain,precipTypeSnow,pressure,sentiment_average,sentiment_percent_positive,temperature,time,timeHour,visibility,windBearing,windSpeed
0,35.23,0.14,{u'$date': 1511787799000},31.7,0.87,clear-day,Chicago,42.0,0.0,0.0,NoPrecip,True,False,False,1018.23,0.199020963604,0.630248917749,35.23,1511791200,2017-11-27 08,10.0,159,0.87
1,41.91,0.38,{u'$date': 1511791649000},35.38,0.77,partly-cloudy-day,Chicago,58.0,0.0,0.0,NoPrecip,True,False,False,1018.35,0.183430223991,0.671659482759,41.91,1511794800,2017-11-27 09,10.0,167,1.37
2,35.36,0.05,{u'$date': 1511773402000},30.76,0.83,clear-night,Chicago,14.0,0.0,0.0,NoPrecip,True,False,False,1018.27,0.0238945578231,0.492857142857,35.36,1511776800,2017-11-27 04,9.66,202,0.6
3,34.08,0.06,{u'$date': 1511776886000},30.2,0.86,clear-night,Chicago,21.0,0.0,0.0,NoPrecip,True,False,False,1018.63,0.110983560091,0.566071428571,34.08,1511780400,2017-11-27 05,9.66,209,0.55
4,33.56,0.04,{u'$date': 1511780807000},29.92,0.86,clear-night,Chicago,14.0,0.0,0.0,NoPrecip,True,False,False,1018.48,0.232142857143,0.842857142857,33.56,1511784000,2017-11-27 06,9.66,177,0.64
5,33.73,0.1,{u'$date': 1511784011000},30.31,0.87,clear-night,Chicago,41.0,0.0,0.0,NoPrecip,True,False,False,1018.03,0.314162311266,0.686829268293,33.73,1511787600,2017-11-27 07,9.41,165,0.81
6,52.22,0.13,{u'$date': 1511758871000},36.92,0.56,clear-day,Chicago,67.0,0.0,0.0,NoPrecip,True,False,False,1016.41,0.0556434211518,0.528571428571,52.22,1511805600,2017-11-27 00,9.82,138,2.71
7,39.0,0.1,{u'$date': 1511762437000},32.12,0.76,clear-night,Chicago,40.0,0.0,0.0,NoPrecip,True,False,False,1018.02,0.130406746032,0.5875,39.0,1511766000,2017-11-27 01,9.87,207,1.22
8,37.7,0.05,{u'$date': 1511766388000},31.78,0.79,clear-night,Chicago,30.0,0.0,0.0,NoPrecip,True,False,False,1018.08,0.0949671917589,0.533333333333,37.7,1511769600,2017-11-27 02,9.79,204,1.01
9,36.42,0.06,{u'$date': 1511769607000},31.14,0.81,clear-night,Chicago,26.0,0.0,0.0,NoPrecip,True,False,False,1017.88,0.162730117105,0.536004273504,36.42,1511773200,2017-11-27 03,9.73,201,1.1
10,31.57,1.0,{u'$date': 1509577203000},27.34,0.66,cloudy,Chicago,677.0,0.0,0.0,NoPrecip,True,False,False,1017.27,0.164252867981,0.631610044313,37.56,1509537600,2017-11-01 19,10.0,170,8.09
11,31.84,0.0,{u'$date': 1509573614000},27.29,0.67,clear-night,Chicago,751.0,0.0,0.0,NoPrecip,True,False,False,1017.42,0.205943528165,0.685086551265,37.4,1509534000,2017-11-01 18,10.0,172,7.27
12,31.52,1.0,{u'$date': 1509555612000},25.33,0.62,cloudy,Chicago,678.0,0.0,0.0,NoPrecip,True,False,False,1019.1,0.157573866476,0.671327433628,36.96,1509516000,2017-11-01 13,10.0,178,6.93
13,36.0,0.23,{u'$date': 1509552001000},33.12,0.69,clear-day,Chicago,713.0,0.0,0.0,NoPrecip,True,False,False,1016.23,0.212876632581,0.699579242637,42.5,1509555600,2017-11-01 12,9.91,164,11.94
14,35.26,0.12,{u'$date': 1509548400000},31.68,0.68,clear-day,Chicago,626.0,0.0,0.0,NoPrecip,True,False,False,1017.1,0.20743390144,0.699806024646,41.47,1509552000,2017-11-01 11,9.95,177,10.49
15,33.44,0.72,{u'$date': 1509544802000},30.5,0.69,partly-cloudy-day,Chicago,584.0,0.0,0.0,NoPrecip,True,False,False,1017.5,0.223035746729,0.722317351598,39.75,1509548400,2017-11-01 10,10.0,172,9.75
16,31.58,0.0,{u'$date': 1509570000000},27.36,0.68,clear-night,Chicago,714.0,0.0,0.0,NoPrecip,True,False,False,1017.92,0.19407909222,0.663585434174,36.98,1509530400,2017-11-01 17,10.0,177,6.87
17,31.21,1.0,{u'$date': 1509566400000},27.12,0.68,cloudy,Chicago,619.0,0.0,0.0,NoPrecip,True,False,False,1017.99,0.214074943929,0.685783521809,36.74,1509526800,2017-11-01 16,10.0,172,7.0
18,32.15,0.0,{u'$date': 1509562817000},26.13,0.64,clear-night,Chicago,644.0,0.0,0.0,NoPrecip,True,False,False,1018.29,0.201122922324,0.695341614907,37.04,1509523200,2017-11-01 15,10.0,173,6.12
19,31.51,0.0,{u'$date': 1509559200000},25.88,0.64,clear-night,Chicago,636.0,0.0,0.0,NoPrecip,True,False,False,1018.55,0.213143014043,0.704402515723,36.8,1509519600,2017-11-01 14,10.0,172,6.65
20,50.58,0.0,{u'$date': 1511910166000},34.42,0.54,clear-night,Chicago,11.0,0.0,0.0,NoPrecip,True,False,False,1011.71,0.521487603306,0.940909090909,50.58,1511870400,2017-11-28 18,10.0,199,8.11
21,58.97,0.86,{u'$date': 1511888440000},37.68,0.45,partly-cloudy-day,Chicago,50.0,0.0,0.0,NoPrecip,True,False,False,1012.49,0.360152958153,0.77,58.97,1511892000,2017-11-28 12,10.0,214,7.07
22,52.72,0.0,{u'$date': 1511892201000},35.5,0.52,clear-night,Chicago,35.0,0.0,0.0,NoPrecip,True,False,False,1012.01,0.358944856731,0.76,52.72,1511852400,2017-11-28 13,10.0,206,8.44
23,54.65,0.88,{u'$date': 1511881231000},35.24,0.48,partly-cloudy-day,Chicago,36.0,0.0,0.0,NoPrecip,True,False,False,1013.29,0.111640963203,0.656944444444,54.65,1511884800,2017-11-28 10,10.0,206,6.2
24,56.98,0.62,{u'$date': 1511884800000},36.44,0.46,partly-cloudy-day,Chicago,52.0,0.0,0.0,NoPrecip,True,False,False,1012.92,0.295555616259,0.705288461538,56.98,1511888400,2017-11-28 11,10.0,211,7.51
25,51.18,0.0,{u'$date': 1511902862000},34.94,0.54,clear-night,Chicago,66.0,0.0,0.0,NoPrecip,True,False,False,1011.84,0.22996726942,0.716060606061,51.18,1511863200,2017-11-28 16,10.0,206,8.15
26,50.86,0.0,{u'$date': 1511906409000},34.6,0.54,clear-night,Chicago,47.0,0.0,0.0,NoPrecip,True,False,False,1012.05,0.183893321513,0.654609929078,50.86,1511866800,2017-11-28 17,10.0,203,8.23
27,52.03,0.0,{u'$date': 1511895849000},35.51,0.53,clear-night,Chicago,39.0,0.0,0.0,NoPrecip,True,False,False,1012.19,0.153651811152,0.602564102564,52.03,1511856000,2017-11-28 14,10.0,201,8.05
28,51.64,0.0,{u'$date': 1511899217000},35.23,0.53,clear-night,Chicago,47.0,0.0,0.0,NoPrecip,True,False,False,1011.95,0.210262580209,0.685106382979,51.64,1511859600,2017-11-28 15,10.0,207,8.53
29,38.3,0.06,{u'$date': 1511607685000},37.07,0.79,clear-night,Chicago,21.0,0.0,0.0,NoPrecip,True,False,False,1009.96,0.222566159039,0.70380952381,42.99,1511611200,2017-11-25 06,9.94,277,7.85
30,36.35,0.04,{u'$date': 1511611211000},35.98,0.81,clear-day,Chicago,10.0,0.0,0.0,NoPrecip,True,False,False,1010.81,0.2625,0.616,41.32,1511614800,2017-11-25 07,10.0,280,7.71
31,42.39,0.02,{u'$date': 1511600497000},38.28,0.74,clear-night,Chicago,18.0,0.0001,0.01,rain,False,True,False,1007.81,-0.00986772486772,0.441358024691,45.99,1511604000,2017-11-25 04,10.0,294,6.92
32,40.56,0.0,{u'$date': 1511604887000},37.55,0.77,clear-night,Chicago,11.0,0.0,0.0,NoPrecip,True,False,False,1008.87,0.0938360881543,0.436363636364,44.43,1511607600,2017-11-25 05,10.0,280,6.84
33,50.23,0.04,{u'$date': 1511593268000},42.35,0.74,clear-night,Chicago,51.0,0.0001,0.01,rain,False,True,False,1005.24,-0.000295293622499,0.552941176471,50.23,1511596800,2017-11-25 02,10.0,310,10.47
34,43.61,0.13,{u'$date': 1511597139000},39.71,0.72,clear-night,Chicago,18.0,0.0001,0.01,rain,False,True,False,1006.72,0.177215608466,0.564814814815,48.37,1511600400,2017-11-25 03,10.0,308,11.22
35,43.11,0.08,{u'$date': 1511586159000},32.69,0.56,clear-day,Chicago,48.0,0.0,0.0,NoPrecip,True,False,False,1013.94,0.103286210317,0.600231481481,47.71,1511632800,2017-11-25 00,10.0,299,10.23
36,51.69,0.11,{u'$date': 1511589676000},42.48,0.71,clear-night,Chicago,43.0,0.0002,0.01,rain,False,True,False,1003.67,0.155873794528,0.716860465116,51.69,1511593200,2017-11-25 01,10.0,298,8.29
37,36.39,0.1,{u'$date': 1510106178000},32.79,0.67,clear-day,Chicago,48.0,0.0,0.0,NoPrecip,True,False,False,1026.79,0.266477648509,0.741666666667,42.87,1510063200,2017-11-07 20,10.0,42,12.19
38,37.8,0.49,{u'$date': 1510106413000},32.87,0.63,partly-cloudy-day,Chicago,772.0,0.0,0.0,NoPrecip,True,False,False,1026.72,0.188921448347,0.675518134715,44.48,1510066800,2017-11-07 21,10.0,32,14.21
39,38.03,0.2,{u'$date': 1510110003000},33.11,0.63,clear-day,Chicago,720.0,0.0,0.0,NoPrecip,True,False,False,1026.91,0.205153337219,0.668350694444,44.97,1510070400,2017-11-07 22,10.0,42,15.67
40,38.31,0.31,{u'$date': 1510113600000},32.62,0.62,partly-cloudy-day,Chicago,653.0,0.0,0.0,NoPrecip,True,False,False,1027.32,0.200758161661,0.702143950995,44.92,1510074000,2017-11-07 23,10.0,28,14.37
41,36.29,0.03,{u'$date': 1511614860000},35.63,0.79,clear-day,Chicago,24.0,0.0,0.0,NoPrecip,True,False,False,1011.87,0.387067926287,0.8125,41.6,1511618400,2017-11-25 08,10.0,282,8.5
42,37.54,0.1,{u'$date': 1511618410000},34.81,0.71,clear-day,Chicago,43.0,0.0,0.0,NoPrecip,True,False,False,1012.88,0.21998229282,0.706976744186,43.72,1511622000,2017-11-25 09,10.0,292,11.95
43,39.16,1.0,{u'$date': 1509793211000},39.08,0.81,cloudy,Chicago,113.0,0.0197,0.23,rain,False,True,False,1018.76,0.161407348746,0.656283185841,44.65,1509796800,2017-11-04 07,8.63,108,10.65
44,37.53,0.0,{u'$date': 1509789680000},38.6,0.79,clear-night,Chicago,73.0,0.0004,0.04,rain,False,True,False,1019.08,0.20258730995,0.625684931507,44.69,1509793200,2017-11-04 06,9.81,116,16.17
45,37.24,0.31,{u'$date': 1509786171000},38.24,0.78,wind,Chicago,49.0,0.0,0.0,NoPrecip,True,False,False,1020.3,0.157918445878,0.657142857143,44.73,1509789600,2017-11-04 05,9.84,122,17.52
46,37.12,0.6,{u'$date': 1509782417000},37.9,0.76,wind,Chicago,110.0,0.0,0.0,NoPrecip,True,False,False,1021.06,0.10458782437,0.614545454545,44.91,1509786000,2017-11-04 04,9.85,127,19.06
47,37.68,0.0,{u'$date': 1509778811000},38.25,0.78,clear-night,Chicago,164.0,0.0,0.0,NoPrecip,True,False,False,1022.12,0.243321443969,0.716463414634,44.71,1509782400,2017-11-04 03,10.0,118,15.73
48,38.41,0.0,{u'$date': 1509775202000},37.66,0.77,clear-night,Chicago,186.0,0.0,0.0,NoPrecip,True,False,False,1023.5,0.163495312185,0.684946236559,44.5,1509778800,2017-11-04 02,9.96,112,12.28
49,39.38,0.14,{u'$date': 1509771603000},37.81,0.74,clear-night,Chicago,311.0,0.0,0.0,NoPrecip,True,False,False,1023.96,0.226172578352,0.708354386771,45.53,1509775200,2017-11-04 01,9.91,110,13.38
50,40.09,0.0,{u'$date': 1509768010000},44.14,0.96,clear-day,Chicago,458.0,0.0165,0.23,rain,False,True,False,1015.93,0.195138644303,0.65586790393,45.34,1509814800,2017-11-04 00,2.62,99,10.46
51,32.97,0.04,{u'$date': 1511492400000},22.93,0.52,clear-day,Chicago,355.0,0.0,0.0,NoPrecip,True,False,False,1016.74,0.296602418171,0.698732394366,39.08,1511452800,2017-11-23 22,10.0,207,9.0
52,35.95,0.03,{u'$date': 1511496007000},22.96,0.47,clear-day,Chicago,401.0,0.0001,0.01,rain,False,True,False,1015.72,0.185874806458,0.64463840399,41.56,1511456400,2017-11-23 23,10.0,210,9.14
53,27.87,0.32,{u'$date': 1511485212000},22.7,0.64,partly-cloudy-day,Chicago,339.0,0.0,0.0,NoPrecip,True,False,False,1018.32,0.199311759389,0.655710071639,33.7,1511445600,2017-11-23 20,10.0,200,6.54
54,29.24,0.23,{u'$date': 1511488825000},23.14,0.6,clear-day,Chicago,374.0,0.0,0.0,NoPrecip,True,False,False,1017.66,0.220177061068,0.65638368984,35.85,1511449200,2017-11-23 21,10.0,200,8.54
55,39.01,0.9,{u'$date': 1509800411000},41.98,0.91,rain,Chicago,316.0,0.0775,0.8,rain,False,True,False,1017.66,0.285806296371,0.732594936709,44.42,1509804000,2017-11-04 09,4.23,91,10.3
56,39.21,0.9,{u'$date': 1509796830000},40.6,0.87,rain,Chicago,221.0,0.0603,0.75,rain,False,True,False,1018.01,0.178763889454,0.649321266968,44.21,1509800400,2017-11-04 08,5.23,94,9.12
57,50.91,1.0,{u'$date': 1509937206000},50.12,0.97,fog,Chicago,590.0,0.0,0.0,NoPrecip,True,False,False,1007.72,0.204714301892,0.675496368039,50.91,1509894000,2017-11-05 22,1.94,339,3.4
58,50.66,0.0,{u'$date': 1509940801000},49.82,0.97,clear-day,Chicago,592.0,0.002,0.16,rain,False,True,False,1008.22,0.144458512691,0.634853603604,50.66,1509897600,2017-11-05 23,3.29,319,3.21
59,50.46,0.7,{u'$date': 1509930000000},50.21,0.99,fog,Chicago,633.0,0.0005,0.05,rain,False,True,False,1008.96,0.185238495464,0.669510268562,50.46,1509886800,2017-11-05 20,0.95,349,3.49
60,50.47,0.7,{u'$date': 1509933600000},50.14,0.99,fog,Chicago,679.0,0.0005,0.05,rain,False,True,False,1007.46,0.126695710556,0.631516936672,50.47,1509890400,2017-11-05 21,1.46,47,3.9
61,38.6,0.11,{u'$date': 1511532008000},31.74,0.62,clear-day,Chicago,230.0,0.0,0.0,NoPrecip,True,False,False,1007.17,0.256521839775,0.693405797101,43.87,1511535600,2017-11-24 09,10.0,195,9.61
62,32.58,0.03,{u'$date': 1511528407000},29.93,0.69,clear-day,Chicago,182.0,0.0,0.0,NoPrecip,True,False,False,1008.16,0.178003011683,0.631684981685,39.15,1511532000,2017-11-24 08,10.0,202,10.03
63,29.69,0.02,{u'$date': 1511517603000},28.29,0.76,clear-night,Chicago,42.0,0.0,0.0,NoPrecip,True,False,False,1009.98,0.129112359092,0.507142857143,34.94,1511521200,2017-11-24 05,9.84,201,6.07
64,29.24,0.02,{u'$date': 1511514005000},28.03,0.77,clear-night,Chicago,105.0,0.0,0.0,NoPrecip,True,False,False,1010.11,0.13216261252,0.580634920635,34.61,1511517600,2017-11-24 04,9.78,208,6.13
65,30.64,0.03,{u'$date': 1511524815000},29.04,0.73,clear-day,Chicago,75.0,0.0,0.0,NoPrecip,True,False,False,1008.62,0.259316211219,0.6688,36.75,1511528400,2017-11-24 07,10.0,203,7.97
66,29.76,0.07,{u'$date': 1511521236000},28.56,0.75,clear-night,Chicago,53.0,0.0,0.0,NoPrecip,True,False,False,1008.82,0.195878802801,0.672169811321,35.76,1511524800,2017-11-24 06,9.86,197,7.42
67,29.45,0.0,{u'$date': 1511503203000},27.53,0.76,clear-night,Chicago,246.0,0.0,0.0,NoPrecip,True,False,False,1011.5,0.181636821051,0.664897285134,34.15,1511506800,2017-11-24 01,9.77,189,5.17
68,56.01,0.05,{u'$date': 1511499622000},36.13,0.47,clear-day,Chicago,327.0,0.0012,0.01,rain,False,True,False,1002.59,0.169743785957,0.639143730887,56.01,1511546400,2017-11-24 00,10.0,194,13.39
69,28.8,0.0,{u'$date': 1511510418000},27.92,0.77,clear-night,Chicago,119.0,0.0,0.0,NoPrecip,True,False,False,1010.58,0.230296190446,0.685714285714,34.46,1511514000,2017-11-24 03,9.77,198,6.49
70,28.99,0.0,{u'$date': 1511506816000},27.66,0.77,clear-night,Chicago,156.0,0.0,0.0,NoPrecip,True,False,False,1011.13,0.0598981747419,0.566025641026,34.24,1511510400,2017-11-24 02,9.77,197,5.87
71,34.36,0.05,{u'$date': 1509710403000},34.76,0.78,clear-day,Chicago,324.0,0.0,0.0,NoPrecip,True,False,False,1026.21,0.256182185613,0.758487654321,41.13,1509714000,2017-11-03 08,9.61,357,11.75
72,35.11,0.0,{u'$date': 1509714005000},33.93,0.73,clear-day,Chicago,491.0,0.0,0.0,NoPrecip,True,False,False,1027.36,0.249871383067,0.753360488798,42.04,1509717600,2017-11-03 09,9.96,2,12.88
73,34.41,0.08,{u'$date': 1509703206000},35.91,0.8,clear-night,Chicago,94.0,0.0,0.0,NoPrecip,True,False,False,1024.57,0.17077137254,0.662765957447,41.63,1509706800,2017-11-03 06,9.35,353,13.44
74,34.35,0.29,{u'$date': 1509706810000},34.99,0.78,partly-cloudy-night,Chicago,160.0,0.0,0.0,NoPrecip,True,False,False,1025.03,0.253873036243,0.726,41.34,1509710400,2017-11-03 07,9.35,0,12.5
75,36.46,0.69,{u'$date': 1509696020000},37.57,0.8,partly-cloudy-night,Chicago,65.0,0.0,0.0,NoPrecip,True,False,False,1022.93,0.154779560717,0.623076923077,43.25,1509699600,2017-11-03 04,8.69,342,13.48
76,35.02,0.11,{u'$date': 1509699601000},36.53,0.79,clear-night,Chicago,64.0,0.0,0.0,NoPrecip,True,False,False,1023.57,0.129070182928,0.65546875,42.45,1509703200,2017-11-03 05,9.39,345,14.85
77,40.02,0.26,{u'$date': 1509688808000},42.29,0.86,partly-cloudy-night,Chicago,194.0,0.0,0.0,NoPrecip,True,False,False,1021.21,0.1043755543,0.6389604811,46.3,1509692400,2017-11-03 02,7.67,348,14.57
78,39.01,0.18,{u'$date': 1509692404000},40.45,0.83,clear-night,Chicago,109.0,0.0,0.0,NoPrecip,True,False,False,1022.33,0.143914215881,0.626474442988,45.14,1509696000,2017-11-03 03,8.07,345,12.95
79,39.13,0.31,{u'$date': 1509681601000},35.91,0.7,partly-cloudy-day,Chicago,560.0,0.0,0.0,NoPrecip,True,False,False,1028.34,0.187292459661,0.677232142857,44.96,1509728400,2017-11-03 00,9.95,19,11.86
80,41.17,0.43,{u'$date': 1509685219000},43.27,0.86,partly-cloudy-night,Chicago,328.0,0.0,0.0,NoPrecip,True,False,False,1020.15,0.194638297812,0.644359756098,47.14,1509688800,2017-11-03 01,7.39,341,14.29
81,38.31,0.31,{u'$date': 1510070423000},32.62,0.62,partly-cloudy-day,Chicago,579.0,0.0,0.0,NoPrecip,True,False,False,1027.32,0.195141381785,0.684248704663,44.92,1510074000,2017-11-07 11,10.0,28,14.37
82,38.03,0.2,{u'$date': 1510066806000},33.11,0.63,clear-day,Chicago,581.0,0.0,0.0,NoPrecip,True,False,False,1026.91,0.239081225567,0.704819277108,44.97,1510070400,2017-11-07 10,10.0,42,15.67
83,36.27,0.31,{u'$date': 1510077603000},33.36,0.7,partly-cloudy-night,Chicago,602.0,0.0,0.0,NoPrecip,True,False,False,1025.2,0.22047863322,0.698504983389,42.35,1510038000,2017-11-07 13,10.0,18,10.72
84,38.35,0.38,{u'$date': 1510074002000},33.11,0.63,partly-cloudy-day,Chicago,621.0,0.0,0.0,NoPrecip,True,False,False,1026.81,0.195140464628,0.683776167472,44.94,1510077600,2017-11-07 12,10.0,18,14.36
85,34.76,0.47,{u'$date': 1510084809000},32.16,0.69,partly-cloudy-night,Chicago,572.0,0.0,0.0,NoPrecip,True,False,False,1025.21,0.206320929833,0.686888111888,41.45,1510045200,2017-11-07 15,10.0,21,11.77
86,35.67,0.31,{u'$date': 1510081200000},32.6,0.69,partly-cloudy-night,Chicago,589.0,0.0,0.0,NoPrecip,True,False,False,1025.4,0.217214126277,0.717826825127,42.09,1510041600,2017-11-07 14,10.0,15,11.46
87,33.85,0.1,{u'$date': 1510092010000},31.46,0.71,clear-night,Chicago,629.0,0.0,0.0,NoPrecip,True,False,False,1025.55,0.21537600351,0.711446740859,39.96,1510052400,2017-11-07 17,9.6,16,9.43
88,32.91,0.09,{u'$date': 1510088406000},31.6,0.72,clear-night,Chicago,664.0,0.0,0.0,NoPrecip,True,False,False,1025.21,0.194608519913,0.681994645248,39.96,1510048800,2017-11-07 16,10.0,6,11.69
89,25.94,0.76,{u'$date': 1511467217000},20.24,0.6,partly-cloudy-night,Chicago,526.0,0.0,0.0,NoPrecip,True,False,False,1020.54,0.348836535936,0.746768060837,32.37,1511427600,2017-11-23 15,10.0,203,7.0
90,32.11,0.19,{u'$date': 1509282015000},28.7,0.71,clear-day,Chicago,288.0,0.0,0.0,NoPrecip,True,False,False,1012.98,0.295999471348,0.790418836806,37.13,1509285600,2017-10-29 09,10.0,281,6.33
91,29.36,0.18,{u'$date': 1509278408000},28.58,0.78,clear-day,Chicago,135.0,0.0,0.0,NoPrecip,True,False,False,1012.84,0.130232597135,0.624444444444,34.67,1509282000,2017-10-29 08,10.0,272,6.08
92,32.07,0.0,{u'$date': 1509260430000},28.3,0.68,clear-night,Chicago,160.0,0.0,0.0,NoPrecip,True,False,False,1013.15,0.131169062275,0.63375,37.8,1509264000,2017-10-29 03,10.0,281,7.71
93,32.81,0.0,{u'$date': 1509256824000},28.53,0.68,clear-night,Chicago,236.0,0.0,0.0,NoPrecip,True,False,False,1013.38,0.0760103341221,0.55593220339,37.98,1509260400,2017-10-29 02,10.0,282,6.83
94,32.16,1.0,{u'$date': 1509253201000},28.87,0.68,cloudy,Chicago,287.0,0.0,0.0,NoPrecip,True,False,False,1013.65,0.148197067322,0.655923344948,38.44,1509256800,2017-10-29 01,9.89,285,9.02
95,36.69,0.23,{u'$date': 1509249600000},26.86,0.55,clear-day,Chicago,376.0,0.0,0.0,NoPrecip,True,False,False,1011.91,0.158802891664,0.624586288416,42.02,1509296400,2017-10-29 00,10.0,246,8.74
96,28.46,0.26,{u'$date': 1509274810000},27.84,0.75,partly-cloudy-night,Chicago,101.0,0.0,0.0,NoPrecip,True,False,False,1012.76,0.149295340248,0.572772277228,34.83,1509278400,2017-10-29 07,10.0,279,7.72
97,30.38,0.28,{u'$date': 1509271224000},28.29,0.74,partly-cloudy-night,Chicago,94.0,0.0,0.0,NoPrecip,True,False,False,1012.71,0.164339954765,0.664893617021,35.64,1509274800,2017-10-29 06,10.0,281,6.26
98,30.65,0.31,{u'$date': 1509267605000},28.13,0.71,partly-cloudy-night,Chicago,70.0,0.0,0.0,NoPrecip,True,False,False,1012.66,0.104556019377,0.584693877551,36.49,1509271200,2017-10-29 05,10.0,271,7.42
99,30.28,0.75,{u'$date': 1509264035000},28.58,0.71,partly-cloudy-night,Chicago,106.0,0.0,0.0,NoPrecip,True,False,False,1012.75,0.273996608553,0.753773584906,36.98,1509267600,2017-10-29 04,10.0,285,9.22
100,37.12,0.6,{u'$date': 1509825613000},37.9,0.76,wind,Chicago,513.0,0.0,0.0,NoPrecip,True,False,False,1021.06,0.185413840438,0.673099415205,44.91,1509786000,2017-11-04 16,9.85,127,19.06
101,50.29,0.7,{u'$date': 1509922802000},49.58,0.97,fog,Chicago,640.0,0.0,0.0,NoPrecip,True,False,False,1008.43,0.180854847644,0.65,50.29,1509879600,2017-11-05 18,1.48,24,1.31
102,37.53,0.0,{u'$date': 1509832805000},38.6,0.79,clear-night,Chicago,571.0,0.0004,0.04,rain,False,True,False,1019.08,0.198972965079,0.687772647668,44.69,1509793200,2017-11-04 18,9.81,116,16.17
103,39.16,1.0,{u'$date': 1509836403000},39.08,0.81,cloudy,Chicago,536.0,0.0197,0.23,rain,False,True,False,1018.76,0.168753057055,0.652052238806,44.65,1509796800,2017-11-04 19,8.63,108,10.65
104,30.17,0.75,{u'$date': 1509242403000},32.72,0.81,partly-cloudy-day,Chicago,511.0,0.0004,0.04,rain,False,True,False,1011.63,0.196294574761,0.663405088063,37.99,1509202800,2017-10-28 22,9.69,283,12.38
105,29.75,0.0,{u'$date': 1509246014000},31.75,0.75,clear-day,Chicago,459.0,0.0,0.0,NoPrecip,True,False,False,1011.84,0.18901649254,0.669063180828,38.89,1509206400,2017-10-28 23,9.61,287,17.23
106,29.6,0.0,{u'$date': 1509235219000},33.85,0.89,clear-day,Chicago,508.0,0.0061,0.61,rain,False,True,False,1011.03,0.189133977571,0.648974737533,36.91,1509195600,2017-10-28 20,9.64,261,10.48
107,30.23,0.0,{u'$date': 1509238806000},33.83,0.85,clear-day,Chicago,505.0,0.0017,0.17,rain,False,True,False,1011.54,0.182975964034,0.674257425743,37.84,1509199200,2017-10-28 21,9.3,271,11.73
108,32.56,0.12,{u'$date': 1511748014000},24.04,0.7,clear-day,Chicago,59.0,0.0,0.0,NoPrecip,True,False,False,1023.88,0.188543459209,0.693220338983,32.56,1511708400,2017-11-26 21,10.0,243,2.76
109,27.59,0.12,{u'$date': 1511744407000},22.3,0.8,clear-day,Chicago,42.0,0.0,0.0,NoPrecip,True,False,False,1024.54,0.18848733938,0.684523809524,27.59,1511704800,2017-11-26 20,10.0,262,1.5
110,26.84,0.41,{u'$date': 1511481600000},22.11,0.63,partly-cloudy-day,Chicago,334.0,0.0,0.0,NoPrecip,True,False,False,1017.98,0.198817257823,0.664071856287,33.17,1511442000,2017-11-23 19,10.0,202,7.1
111,26.35,0.98,{u'$date': 1511478004000},21.7,0.62,cloudy,Chicago,430.0,0.0,0.0,NoPrecip,True,False,False,1018.67,0.288372752946,0.748837209302,33.23,1511438400,2017-11-23 18,10.0,208,7.98
112,27.28,0.2,{u'$date': 1510009206000},28.35,0.76,clear-night,Chicago,720.0,0.0,0.0,NoPrecip,True,False,False,1022.65,0.159808316826,0.640347222222,35.26,1509969600,2017-11-06 18,9.91,325,11.07
113,26.96,0.2,{u'$date': 1510012803000},27.07,0.75,clear-day,Chicago,644.0,0.0,0.0,NoPrecip,True,False,False,1023.3,0.151554760613,0.640527950311,34.26,1509973200,2017-11-06 19,9.81,327,9.15
114,34.18,0.35,{u'$date': 1509987601000},30.22,0.67,partly-cloudy-day,Chicago,555.0,0.0,0.0,NoPrecip,True,False,False,1025.48,0.234698875321,0.731981981982,40.34,1509991200,2017-11-06 12,9.95,358,9.73
115,35.18,0.26,{u'$date': 1509991211000},35.43,0.76,partly-cloudy-night,Chicago,505.0,0.0,0.0,NoPrecip,True,False,False,1017.75,0.173591691209,0.693386138614,42.5,1509951600,2017-11-06 13,10.0,332,14.52
116,32.28,0.0,{u'$date': 1509980400000},30.33,0.7,clear-day,Chicago,539.0,0.0,0.0,NoPrecip,True,False,False,1024.46,0.246258387513,0.720315398887,39.4,1509984000,2017-11-06 10,9.95,4,11.51
117,33.91,0.19,{u'$date': 1509984000000},30.8,0.67,clear-day,Chicago,597.0,0.0,0.0,NoPrecip,True,False,False,1025.18,0.227759904428,0.694863204913,40.82,1509987600,2017-11-06 11,9.95,351,11.88
118,29.97,0.0,{u'$date': 1510002003000},30.63,0.76,clear-night,Chicago,552.0,0.0,0.0,NoPrecip,True,False,False,1020.68,0.192795395191,0.675135869565,37.45,1509962400,2017-11-06 16,9.84,335,11.17
119,27.55,0.08,{u'$date': 1510005601000},28.5,0.74,clear-night,Chicago,675.0,0.0,0.0,NoPrecip,True,False,False,1021.28,0.169098944869,0.637925925926,35.93,1509966000,2017-11-06 17,9.91,341,12.45
120,33.16,0.2,{u'$date': 1509994801000},32.4,0.73,clear-night,Chicago,601.0,0.0,0.0,NoPrecip,True,False,False,1019.23,0.170197271873,0.672212978369,40.4,1509955200,2017-11-06 14,9.95,329,12.54
121,32.29,0.47,{u'$date': 1509998412000},31.27,0.73,partly-cloudy-night,Chicago,542.0,0.0,0.0,NoPrecip,True,False,False,1019.57,0.197806214377,0.682349323493,39.06,1509958800,2017-11-06 15,9.85,331,10.45
